"Client.Type","Account","ACV_2022","ACV_2023","ACV_2024","First_Record_Type_Name","First_Opportunity_ID"
"End Client","0015Y00003TxyP3",0,12931.2,0,"GOAT.tax","0065Y00001dggy8"
"End Client","0015Y00003TxyQ7",0,20000,0,"R&D","0065Y00001iNrne"
"End Client","0015Y00003TxyRo",0,0,27000,"R&D","006TO000001DS5y"
"End Client","0015Y00003TxyVw",6300,0,0,"Cost Seg","0065Y00001dgxlh"
"End Client","0015Y00003TxyXp",0,5000,0,"Energy","0065Y00001iYSqk"
"CPA","0015Y00003TxybL",0,5516.9,0,"GOAT.tax","0065Y00001gYkR0"
"End Client","0015Y00003TxybO",13000,0,0,"Cost Seg","0065Y00001fqWFc"
"CPA","0015Y00003TxyhA",26000,0,0,"R&D","0065Y00001dgts9"
"End Client","0015Y00003TxyiQ",0,26500,0,"R&D","0065Y00001ja5Z7"
"CPA","0015Y00003Txyj3",0,7500,0,"Cost Seg","0065Y00001iOP75"
"End Client","0015Y00003TxylD",0,7200,0,"Cost Seg","0065Y00001gOcL2"
"End Client","0015Y00003Txym7",0,11914.35,0,"GOAT.tax","0065Y00001iNZ5Z"
"CPA","0015Y00003TxymI",7000,0,0,"Cost Seg","0065Y00001dhGyo"
"End Client","0015Y00003Txymi",0,5863.95,0,"GOAT.tax","0065Y00001dgh2F"
"End Client","0015Y00003TxytR",0,9120.4,0,"GOAT.tax","0065Y00001dgh0r"
"End Client","0015Y00003Txyya",0,15000,0,"R&D","0065Y00001iNrPE"
"CPA","0015Y00003TxyzG",0,0,2724.2,"GOAT.tax","006TO00000A2Yz9"
"End Client","0015Y00003Txz7Y",0,19500,0,"R&D","0065Y00001iZDie"
"End Client","0015Y00003Txz7t",22000,0,0,"R&D","0065Y00001dhR3a"
"End Client","0015Y00003TxzIv",0,39500,0,"R&D","0065Y00001iYR1P"
"End Client","0015Y00003TxzKk",43867.78,0,0,"ERC","0065Y00001fqkuL"
"End Client","0015Y00003TyLbU",5850,0,0,"Cost Seg","0065Y00001dgpAY"
"CPA","0015Y00003TyMmJ",0,2500,0,"Cost Seg","0065Y00001iNJ53"
"End Client","0015Y00003TyMnF",5000,0,0,"Cost Seg","0065Y00001dgp9Z"
"End Client","0015Y00003TyMsF",0,25935,0,"Energy","0065Y00001iNHw4"
"End Client","0015Y00003TyN4J",0,0,6500,"Cost Seg","006TO000000h8aG"
"End Client","0015Y00003TyN6K",0,3900,0,"Cost Seg","006TO0000013WXR"
"End Client","0015Y00003TyN6V",10300,0,0,"Cost Seg","0065Y00001dgnCF"
"End Client","0015Y00003TyNDU",6500,0,0,"Cost Seg","0065Y00001dgnOR"
"End Client","0015Y00003TyNEF",7000,0,0,"Cost Seg","0065Y00001dgy4l"
"End Client","0015Y00003TyNJp",6500,0,0,"Cost Seg","0065Y00001dgnN8"
"CPA","0015Y00003TyNKB",0,4500,0,"Cost Seg","0065Y00001gYg0B"
"CPA","0015Y00003TyNKJ",0,21500,0,"Cost Seg","0065Y00001gZ2Lv"
"CPA","0015Y00003TyNKo",5500,0,0,"Cost Seg","0065Y00001dgmns"
"CPA","0015Y00003TyNM1",6500,0,0,"Cost Seg","0065Y00001fqmrV"
"End Client","0015Y00003TyNPH",0,22955,0,"Cost Seg","0065Y00001iYqOY"
"End Client","0015Y00003TyNWM",0,5500,0,"Cost Seg","0065Y00001jaAWQ"
"End Client","0015Y00003TyNX1",7500,0,0,"Cost Seg","0065Y00001dgoS0"
"End Client","0015Y00003TyNcL",4500,0,0,"Cost Seg","0065Y00001dgn5W"
"End Client","0015Y00003TyNcN",0,5000,0,"Cost Seg","0065Y00001iNcNl"
"End Client","0015Y00003TyNcY",0,750,0,"Cost Seg","0065Y00001gZKiy"
"End Client","0015Y00003TyNcp",0,6500,0,"Cost Seg","0065Y00001gOq0Y"
"End Client","0015Y00003TyNem",0,8600,0,"Cost Seg","0065Y00001gYoNh"
"End Client","0015Y00003TyNeq",0,7200,0,"Cost Seg","0065Y00001gOpku"
"CPA","0015Y00003TyNgm",0,0,7000,"Cost Seg","006TO000002rHzH"
"End Client","0015Y00003TyNih",0,30715,0,"Cost Seg","0065Y00001fqyQ7"
"End Client","0015Y00003TyNjJ",0,0,14400,"Cost Seg","006TO000002Erhe"
"CPA","0015Y00003TyNku",0,12200,0,"Cost Seg","0065Y00001gYAox"
"CPA","0015Y00003TyNl9",0,4110,0,"Cost Seg","0065Y00001gY7qr"
"End Client","0015Y00003TyNoO",4000,0,0,"Cost Seg","0065Y00001dhd10"
"End Client","0015Y00003TyNoW",8500,0,0,"Cost Seg","0065Y00001dgnZ4"
"End Client","0015Y00003TyNrw",0,0,6500,"Energy","006TO000001RsTZ"
"End Client","0015Y00003TyNsO",5000,0,0,"Cost Seg","0065Y00001dgnAU"
"End Client","0015Y00003TyNts",6980,0,0,"Cost Seg","0065Y00001dgnGM"
"End Client","0015Y00003TyNw3",4000,0,0,"Energy","0065Y00001dgnGy"
"End Client","0015Y00003TyO4s",4500,0,0,"Cost Seg","0065Y00001fqqDj"
"End Client","0015Y00003TyO53",4000,0,0,"Cost Seg","0065Y00001dgn9i"
"End Client","0015Y00003TyO66",8500,0,0,"Cost Seg","0065Y00001gOFFR"
"End Client","0015Y00003TyO6m",11500,0,0,"Cost Seg","0065Y00001dgnMq"
"End Client","0015Y00003TyO9M",16000,0,0,"Cost Seg","0065Y00001dgnXS"
"End Client","0015Y00003TyOCh",0,0,11500,"Cost Seg","006TO000001jQ93"
"End Client","0015Y00003TyOIl",0,0,39500,"Energy","006TO000002EIn7"
"End Client","0015Y00003TyOJe",0,35500,0,"Cost Seg","0065Y00001iNb51"
"End Client","0015Y00003TyOJq",0,0,4500,"Energy","006TO000001k75x"
"End Client","0015Y00003TyOP0",6875,0,0,"Cost Seg","0065Y00001dgnN6"
"End Client","0015Y00003TyOPC",10500,0,0,"Cost Seg","0065Y00001dgnXc"
"End Client","0015Y00003TyOPq",0,11200,0,"Cost Seg","0065Y00001iYsiX"
"End Client","0015Y00003TyOQT",0,0,23500,"Cost Seg","006TO000001piUk"
"End Client","0015Y00003TyOW5",2750,0,0,"Cost Seg","0065Y00001dgnW8"
"End Client","0015Y00003TyOWa",0,0,6000,"Cost Seg","006TO00000209Jv"
"End Client","0015Y00003TyOXs",0,0,6500,"Cost Seg","006TO000001kGh7"
"End Client","0015Y00003TyOeI",5000,0,0,"Cost Seg","0065Y00001dgnXn"
"End Client","0015Y00003TyOlH",0,14500,0,"Cost Seg","0065Y00001jaWCf"
"End Client","0015Y00003TyOm5",42000,0,0,"Cost Seg","0065Y00001fqZaG"
"CPA","0015Y00003TyOob",11420,0,0,"Cost Seg","0065Y00001fr0kh"
"CPA","0015Y00003TyOr5",0,0,18000,"Cost Seg","006TO000002Mwyh"
"CPA","0015Y00003TyOvQ",5900,0,0,"Cost Seg","0065Y00001dgmcm"
"End Client","0015Y00003TyP9V",0,8500,0,"Cost Seg","0065Y00001iNVVB"
"CPA","0015Y00003TyPAY",11787.5,0,0,"Cost Seg","0065Y00001dgnI5"
"End Client","0015Y00003TyPD5",0,0,32000,"Cost Seg","006TO000003oXSA"
"CPA","0015Y00003TyPEm",0,0,8280,"Cost Seg","006TO000001TNjr"
"End Client","0015Y00003TyPFJ",0,76800,0,"Cost Seg","0065Y00001j4hRj"
"End Client","0015Y00003TyPFU",6000,0,0,"Cost Seg","0065Y00001dgnMd"
"End Client","0015Y00003TyPHt",26897,0,0,"Energy","0065Y00001dgmY4"
"End Client","0015Y00003TyPJa",0,8000,0,"Cost Seg","0065Y00001ja6PG"
"End Client","0015Y00003TyPPF",108464.22,0,0,"ERC","0065Y00001djRmh"
"End Client","0015Y00003TyPQt",0,13500,0,"Energy","0065Y00001j4WEy"
"End Client","0015Y00003TyPQv",4000,0,0,"Cost Seg","0065Y00001dgncq"
"End Client","0015Y00003TyPRP",0,6000,0,"Cost Seg","0065Y00001iYoMg"
"End Client","0015Y00003TyPSI",0,91438.54,0,"ERC","0065Y00001frCLz"
"End Client","0015Y00003TyPTE",5300,0,0,"Cost Seg","0065Y00001dgmdS"
"End Client","0015Y00003TyPTq",4500,0,0,"Cost Seg","0065Y00001gOQHj"
"End Client","0015Y00003TyPV7",0,0,15300,"Cost Seg","006TO0000069v5H"
"End Client","0015Y00003TyPbV",0,12200,0,"Cost Seg","0065Y00001izkKH"
"End Client","0015Y00003TyPbd",5510,0,0,"Cost Seg","0065Y00001gOAUd"
"End Client","0015Y00003TyPh0",8455,0,0,"Cost Seg","0065Y00001dhMCP"
"End Client","0015Y00003TyPqT",0,5695,0,"Cost Seg","0065Y00001iNGaR"
"End Client","0015Y00003TyPsr",0,5900,0,"Cost Seg","0065Y00001gOs1y"
"End Client","0015Y00003TyPt4",0,5250,0,"Cost Seg","0065Y00001j4dNu"
"End Client","0015Y00003TyPvX",0,0,3300,"Cost Seg","006TO000004NTtS"
"End Client","0015Y00003TyQ04",5500,0,0,"Cost Seg","0065Y00001fqvUb"
"End Client","0015Y00003TyQ0x",9500,0,0,"Cost Seg","0065Y00001gOTX9"
"End Client","0015Y00003TyQ1G",0,4000,0,"Energy","0065Y00001izl9m"
"End Client","0015Y00003TyQ82",10500,0,0,"Cost Seg","0065Y00001dgoUU"
"End Client","0015Y00003TyQ86",0,22000,0,"Cost Seg","0065Y00001iYSpI"
"End Client","0015Y00003TyQ8x",9000,0,0,"Cost Seg","0065Y00001dgmgX"
"End Client","0015Y00003TyQ8z",8500,0,0,"Cost Seg","0065Y00001dhMAB"
"End Client","0015Y00003TyQD5",0,0,15000,"Cost Seg","006TO000002nVJF"
"End Client","0015Y00003TyQIt",0,3000,0,"Cost Seg","0065Y00001dgmRx"
"CPA","0015Y00003TyQKv",0,7870,0,"Cost Seg","0065Y00001izgJj"
"End Client","0015Y00003TyQKw",5755,0,0,"Cost Seg","0065Y00001dgoTl"
"CPA","0015Y00003TyQLT",3500,0,0,"Cost Seg","0065Y00001dgnMv"
"End Client","0015Y00003TyQM6",0,7500,0,"Cost Seg","0065Y00001gZSbK"
"End Client","0015Y00003TyQO8",0,0,9500,"Cost Seg","0065Y00001j4dfk"
"End Client","0015Y00003TyQPK",0,10500,0,"Cost Seg","0065Y00001gY3OW"
"End Client","0015Y00003TyQQd",5500,0,0,"Cost Seg","0065Y00001dgnOL"
"End Client","0015Y00003TyQTR",0,4950,0,"Cost Seg","006TO000000u2om"
"End Client","0015Y00003TyQTV",0,9700,0,"Cost Seg","0065Y00001gOf5v"
"End Client","0015Y00003TyQTZ",0,6350,0,"Cost Seg","0065Y00001gY5GG"
"End Client","0015Y00003TyQTh",0,5000,0,"Cost Seg","0065Y00001iNbYg"
"End Client","0015Y00003TyQWh",9025,0,0,"Cost Seg","0065Y00001dgnIu"
"End Client","0015Y00003TyQWp",7000,0,0,"Cost Seg","0065Y00001dgn5C"
"End Client","0015Y00003TyQXY",5000,0,0,"Cost Seg","0065Y00001dgn5e"
"End Client","0015Y00003TyQzs",0,0,6000,"Cost Seg","006TO000007xc6s"
"End Client","0015Y00003TyR2Q",0,0,36180,"Cost Seg","0065Y00001ja6PB"
"End Client","0015Y00003TyR9O",3998,0,0,"Energy","0065Y00001dgnHC"
"End Client","0015Y00003TyRAG",10000,0,0,"Cost Seg","0065Y00001dgn56"
"End Client","0015Y00003TyRBA",15000,0,0,"Cost Seg","0065Y00001fr6tr"
"End Client","0015Y00003TyREU",0,6250,0,"Cost Seg","0065Y00001gOplY"
"End Client","0015Y00003TyRFI",9995,0,0,"Cost Seg","0065Y00001dgmf2"
"End Client","0015Y00003TyRFT",0,7650,0,"Cost Seg","0065Y00001gYund"
"End Client","0015Y00003TyRG9",0,6500,0,"Cost Seg","0065Y00001gYEJu"
"End Client","0015Y00003TyRGo",5605,0,0,"Cost Seg","0065Y00001dgnCP"
"End Client","0015Y00003TyRJP",0,6130,0,"Cost Seg","006TO000001DTmo"
"End Client","0015Y00003TyRKI",5000,0,0,"Cost Seg","0065Y00001gObpL"
"End Client","0015Y00003TyRLc",6270,0,0,"Cost Seg","0065Y00001dgnI6"
"End Client","0015Y00003TyRNk",4000,0,0,"Energy","0065Y00001dgn4D"
"End Client","0015Y00003TyRNo",0,5625,0,"Cost Seg","006TO000000hBBa"
"End Client","0015Y00003TyROZ",0,11600,0,"Cost Seg","0065Y00001iNaQ7"
"End Client","0015Y00003TyRP5",5000,0,0,"Cost Seg","0065Y00001dgoSz"
"End Client","0015Y00003TyRQF",0,60000,0,"Cost Seg","0065Y00001j4dIJ"
"End Client","0015Y00003TyRRW",0,0,6500,"Cost Seg","006TO000001VZYq"
"End Client","0015Y00003TyRSS",6700,0,0,"Cost Seg","0065Y00001fqjqk"
"CPA","0015Y00003TyRTU",0,0,4500,"LIFO - IPIC / Internal","006TO000004bTGs"
"CPA","0015Y00003TyRV8",9000,0,0,"Cost Seg","0065Y00001dgnGe"
"End Client","0015Y00003TyRVB",5290,0,0,"Cost Seg","0065Y00001dgnYo"
"End Client","0015Y00003TyRVI",6175,0,0,"Cost Seg","0065Y00001dgnHt"
"End Client","0015Y00003TyRVR",0,12000,0,"Cost Seg","0065Y00001gOn0Z"
"End Client","0015Y00003TyRVX",0,10500,0,"Cost Seg","0065Y00001gYptx"
"End Client","0015Y00003TyRVy",0,0,5520,"Cost Seg","006TO000008Kvbt"
"End Client","0015Y00003TyRW1",0,8970,0,"Cost Seg","0065Y00001gYS25"
"End Client","0015Y00003TyRW2",0,9290,0,"Cost Seg","0065Y00001iYO9s"
"End Client","0015Y00003TyRXk",0,7850,0,"Cost Seg","006TO000001ukkM"
"End Client","0015Y00003TyRa7",0,7500,0,"Cost Seg","0065Y00001ja7uf"
"End Client","0015Y00003TyRal",7900,0,0,"Cost Seg","0065Y00001fqhA1"
"End Client","0015Y00003TyRbO",0,3300,0,"Energy","0065Y00001gOAug"
"End Client","0015Y00003TyRbS",0,0,25000,"R&D","0065Y00001jaXLz"
"CPA","0015Y00003TyRbh",12500,0,0,"Cost Seg","0065Y00001dgmdo"
"End Client","0015Y00003TyRcK",7980,0,0,"Cost Seg","0065Y00001dgnP7"
"End Client","0015Y00003TyRcP",0,0,3000,"Cost Seg","006TO000002YUKL"
"End Client","0015Y00003TyRe4",0,0,11900,"Cost Seg","006TO0000016QqT"
"End Client","0015Y00003TyRe7",7900,0,0,"Cost Seg","0065Y00001fr9ws"
"End Client","0015Y00003TyRfn",0,7660,0,"Cost Seg","0065Y00001gObjI"
"End Client","0015Y00003TyRg1",0,0,5250,"Cost Seg","006TO000002onsP"
"End Client","0015Y00003TyRg9",0,5500,0,"Cost Seg","0065Y00001gOaJn"
"End Client","0015Y00003TyRgo",6250,0,0,"Cost Seg","0065Y00001dgn4i"
"End Client","0015Y00003TyRgx",0,5000,0,"Cost Seg","0065Y00001gOeAU"
"End Client","0015Y00003TyRhS",0,0,15900,"Cost Seg","0065Y00001dgpI4"
"End Client","0015Y00003TyRhn",0,5510,0,"Cost Seg","0065Y00001dgmc5"
"End Client","0015Y00003TyRi8",4350,0,0,"Cost Seg","0065Y00001dgmx4"
"End Client","0015Y00003TyRiA",5000,0,0,"Cost Seg","0065Y00001fr6K1"
"End Client","0015Y00003TyRir",9000,0,0,"Cost Seg","0065Y00001fqXgb"
"End Client","0015Y00003TyRkG",5900,0,0,"Cost Seg","0065Y00001gOAxV"
"End Client","0015Y00003TyRkq",8000,0,0,"Cost Seg","0065Y00001gOfGo"
"End Client","0015Y00003TyRkv",7000,0,0,"Cost Seg","0065Y00001fqYns"
"End Client","0015Y00003TyRl3",0,5120,0,"Cost Seg","0065Y00001j4gdL"
"End Client","0015Y00003TyRla",0,14000,0,"Cost Seg","006TO000000gOva"
"End Client","0015Y00003TyRmu",0,10560,0,"Cost Seg","0065Y00001iNy8p"
"End Client","0015Y00003TyRn6",0,0,6500,"Cost Seg","006TO000001TnpZ"
"End Client","0015Y00003TyRni",17500,0,0,"Cost Seg","0065Y00001dgnNn"
"End Client","0015Y00003TyRo4",162000,0,0,"Cost Seg","0065Y00001fqsWy"
"End Client","0015Y00003TyRpy",36960,0,0,"Cost Seg","0065Y00001fr5Xv"
"End Client","0015Y00003TyRqb",0,40000,0,"Cost Seg","0065Y00001gY6FI"
"End Client","0015Y00003TyRqk",0,7330,0,"Cost Seg","0065Y00001gZ6s6"
"End Client","0015Y00003TyRrZ",5500,0,0,"Cost Seg","0065Y00001dgnXJ"
"End Client","0015Y00003TyRrj",6555,0,0,"Cost Seg","0065Y00001dgnII"
"End Client","0015Y00003TyRro",23915.55,0,0,"ERC","0065Y00001dgmZf"
"End Client","0015Y00003TyRs0",0,26101.24,0,"ERC","0065Y00001gOn5Z"
"End Client","0015Y00003TyRsM",6500,0,0,"Cost Seg","0065Y00001dgnA1"
"End Client","0015Y00003TyRsl",14155,0,0,"Cost Seg","0065Y00001dgnGv"
"CPA","0015Y00003TyRsu",0,5000,0,"Cost Seg","0065Y00001iYjGf"
"End Client","0015Y00003TyRtA",0,0,14250,"Cost Seg","006TO0000031pbS"
"End Client","0015Y00003TyRtY",0,0,10000,"Cost Seg","006TO000009NiCu"
"End Client","0015Y00003TyRtn",0,6600,0,"Cost Seg","0065Y00001gOdDB"
"End Client","0015Y00003TyRu9",0,7900,0,"Cost Seg","0065Y00001gOnPU"
"End Client","0015Y00003TyRuB",0,6000,0,"Cost Seg","0065Y00001iOCHG"
"End Client","0015Y00003TyRue",0,9500,0,"Cost Seg","0065Y00001dglrV"
"End Client","0015Y00003TyRx7",8500,0,0,"Cost Seg","0065Y00001fr0rA"
"End Client","0015Y00003TyRxE",9025,0,0,"Cost Seg","0065Y00001dgnIn"
"End Client","0015Y00003TyRxU",0,5500,0,"Cost Seg","0065Y00001gYhCl"
"End Client","0015Y00003TyRxZ",0,21900,0,"Cost Seg","0065Y00001dgmcc"
"End Client","0015Y00003TyRxz",12000,0,0,"Cost Seg","0065Y00001djk5V"
"CPA","0015Y00003TyRz2",22500,0,0,"Cost Seg","0065Y00001dgn55"
"End Client","0015Y00003TyRzi",0,0,18375,"Cost Seg","006TO00000Bd5j3"
"End Client","0015Y00003TyS0I",0,11250,0,"Cost Seg","0065Y00001jaWFS"
"CPA","0015Y00003TyS0T",0,0,11000,"Cost Seg","006TO000002ERiM"
"End Client","0015Y00003TyS19",7800,0,0,"Cost Seg","0065Y00001dgmfs"
"End Client","0015Y00003TyS1l",6000,0,0,"Cost Seg","0065Y00001gO8vA"
"End Client","0015Y00003TyS26",5470,0,0,"Cost Seg","0065Y00001dgnXU"
"End Client","0015Y00003TyS2S",0,12000,0,"Cost Seg","0065Y00001gYCQ5"
"End Client","0015Y00003TyS2V",0,6000,0,"Energy","0065Y00001gOa4D"
"End Client","0015Y00003TyS2e",0,0,7110,"Cost Seg","006TO000002ICHo"
"CPA","0015Y00003TyS3W",6000,0,0,"Cost Seg","0065Y00001gOEd5"
"End Client","0015Y00003TyS4K",5515,0,0,"Cost Seg","0065Y00001dgnO4"
"End Client","0015Y00003TyS4j",5595.5,0,0,"Cost Seg","0065Y00001dgnHF"
"End Client","0015Y00003TyS4t",5000,0,0,"Cost Seg","0065Y00001gOfqN"
"End Client","0015Y00003TyS4v",0,16000,0,"Cost Seg","0065Y00001gZCIK"
"End Client","0015Y00003TyS53",0,0,7500,"Energy","006TO0000029SNJ"
"End Client","0015Y00003TyS59",0,11600,0,"Cost Seg","0065Y00001gYPIX"
"End Client","0015Y00003TyS5a",7400,0,0,"Cost Seg","0065Y00001dgnB1"
"CPA","0015Y00003TyS5k",123898.31,0,0,"ERC","0065Y00001fqlBv"
"End Client","0015Y00003TyS5u",6250,0,0,"Cost Seg","0065Y00001dgp9f"
"End Client","0015Y00003TyS69",0,6300,0,"Energy","0065Y00001dgmfQ"
"End Client","0015Y00003TyS6N",6000,0,0,"Cost Seg","0065Y00001fqtcP"
"End Client","0015Y00003TyS6b",0,15300,0,"Cost Seg","0065Y00001gOW0M"
"End Client","0015Y00003TyS6k",0,4000,0,"Cost Seg","0065Y00001gY5Gz"
"End Client","0015Y00003TyS7S",0,5800,0,"Cost Seg","0065Y00001gY44P"
"End Client","0015Y00003TyS8V",5250,0,0,"Cost Seg","0065Y00001dgnHN"
"End Client","0015Y00003TyS8k",4771,0,0,"GOAT.tax","0065Y00001fqmsi"
"End Client","0015Y00003TyS8y",0,4500,0,"Cost Seg","0065Y00001gOnfe"
"End Client","0015Y00003TyS9P",6650,0,0,"Cost Seg","0065Y00001dgnY4"
"End Client","0015Y00003TyS9g",0,4000,0,"Cost Seg","0065Y00001gY7ET"
"End Client","0015Y00003TyS9l",0,11800,0,"Cost Seg","0065Y00001gYBZR"
"End Client","0015Y00003TySA4",0,10900,0,"Cost Seg","0065Y00001gYmiu"
"End Client","0015Y00003TySAz",0,6250,0,"Cost Seg","006TO0000012kpQ"
"End Client","0015Y00003TySBF",0,7800,0,"Cost Seg","006TO000000mC5L"
"End Client","0015Y00003TySBH",1200,0,0,"Energy","0065Y00001dgnOs"
"End Client","0015Y00003TySBh",0,8000,0,"Cost Seg","0065Y00001gOUyS"
"End Client","0015Y00003TySC6",0,5520,0,"Cost Seg","0065Y00001gOrLn"
"End Client","0015Y00003TySCG",0,6900,0,"Cost Seg","0065Y00001gY6Fh"
"End Client","0015Y00003TySCS",6555,0,0,"Cost Seg","0065Y00001dgnA2"
"End Client","0015Y00003TySCZ",0,0,5250,"Cost Seg","006TO000001f7WP"
"End Client","0015Y00003TySCj",0,5500,0,"Cost Seg","0065Y00001gYoO7"
"CPA","0015Y00003TySD8",5985.87,0,0,"GOAT.tax","0065Y00001frCIO"
"End Client","0015Y00003TySDG",0,6000,0,"Cost Seg","0065Y00001gY7mf"
"End Client","0015Y00003TySDK",0,33000,0,"Cost Seg","0065Y00001gY7bh"
"End Client","0015Y00003TySDc",7500,0,0,"Cost Seg","0065Y00001dgnIU"
"CPA","0015Y00003TySDk",0,0,12000,"Cost Seg","006TO000002ngPy"
"End Client","0015Y00003TySDv",0,6000,0,"Cost Seg","006TO000000eU94"
"End Client","0015Y00003TySHR",0,0,2250,"Cost Seg","006TO000007oeFx"
"End Client","0015Y00003TySHb",0,10500,0,"Cost Seg","0065Y00001gOeb1"
"End Client","0015Y00003TySIi",5000,0,0,"Cost Seg","0065Y00001gOFXu"
"End Client","0015Y00003TySJB",16000,0,0,"Cost Seg","0065Y00001fr5lM"
"End Client","0015Y00003TySJn",0,11600,0,"Cost Seg","0065Y00001gZFZH"
"End Client","0015Y00003TySJx",0,0,15000,"Energy","006TO000001wppc"
"End Client","0015Y00003TySK4",0,10600,0,"Cost Seg","0065Y00001gOMbz"
"End Client","0015Y00003TySKE",4200,0,0,"Cost Seg","0065Y00001frALO"
"End Client","0015Y00003TySKJ",5500,0,0,"Cost Seg","0065Y00001dgnI2"
"End Client","0015Y00003TySKX",8600,0,0,"Cost Seg","0065Y00001dgmSZ"
"End Client","0015Y00003TySLK",3000,0,0,"Cost Seg","0065Y00001gOIH6"
"End Client","0015Y00003TySLS",7125,0,0,"Cost Seg","0065Y00001dgoDd"
"End Client","0015Y00003TySLr",0,0,12000,"R&D","006TO000009FYXF"
"End Client","0015Y00003TySLt",0,16100,0,"Cost Seg","0065Y00001gYGj6"
"End Client","0015Y00003TySMC",6870,0,0,"Cost Seg","0065Y00001dk8qt"
"End Client","0015Y00003TySME",6500,0,0,"Cost Seg","0065Y00001dgoNn"
"End Client","0015Y00003TySMv",0,5700,0,"Cost Seg","0065Y00001ja42s"
"CPA","0015Y00003TySMw",0,0,4000,"Energy","006TO000002vb1i"
"End Client","0015Y00003TySN2",35120,0,0,"Cost Seg","0065Y00001fr7Dw"
"End Client","0015Y00003TySNQ",0,0,13250,"Cost Seg","0065Y00001iNKwv"
"End Client","0015Y00003TySNT",3519.75,0,0,"Cost Seg","0065Y00001dgnNA"
"End Client","0015Y00003TySNa",0,11000,0,"Cost Seg","006TO0000013Lgt"
"End Client","0015Y00003TySNs",0,5620,0,"Cost Seg","0065Y00001gOnev"
"End Client","0015Y00003TySPM",0,6000,0,"Cost Seg","0065Y00001iONLd"
"CPA","0015Y00003TySPn",5500,0,0,"Cost Seg","0065Y00001dgn6G"
"End Client","0015Y00003TySQ8",0,8500,0,"Cost Seg","0065Y00001gOdB5"
"CPA","0015Y00003TySQM",4719.54,0,0,"GOAT.tax","0065Y00001fr3au"
"End Client","0015Y00003TySQi",0,6500,0,"Cost Seg","0065Y00001gYBF2"
"End Client","0015Y00003TySQp",6175,0,0,"Cost Seg","0065Y00001dgnH2"
"End Client","0015Y00003TySQt",7000,0,0,"Cost Seg","0065Y00001dgn6T"
"End Client","0015Y00003TySR0",7500,0,0,"Cost Seg","0065Y00001gOECl"
"End Client","0015Y00003TySR1",7500,0,0,"Cost Seg","0065Y00001fqQX4"
"End Client","0015Y00003TySRH",4500,0,0,"Cost Seg","0065Y00001dgnIB"
"End Client","0015Y00003TySRM",3000,0,0,"Cost Seg","0065Y00001dgndy"
"End Client","0015Y00003TySRQ",0,6400,0,"Cost Seg","0065Y00001gOjZp"
"CPA","0015Y00003TySRn",0,5250,0,"Cost Seg","006TO0000010rjh"
"End Client","0015Y00003TySRx",6700,0,0,"Cost Seg","0065Y00001fqquG"
"End Client","0015Y00003TySSA",0,7140,0,"Cost Seg","0065Y00001gYApg"
"End Client","0015Y00003TySSO",0,4500,0,"Cost Seg","0065Y00001izg8O"
"End Client","0015Y00003TySSm",8350,0,0,"Cost Seg","0065Y00001dgoSh"
"End Client","0015Y00003TySSq",17700,0,0,"Energy","0065Y00001dgnHD"
"End Client","0015Y00003TySSs",7495,0,0,"Cost Seg","0065Y00001dgmPW"
"End Client","0015Y00003TySSw",0,0,8500,"Cost Seg","0065Y00001gZLr4"
"End Client","0015Y00003TyST5",6000,0,0,"Cost Seg","0065Y00001dgoM9"
"End Client","0015Y00003TySTT",2933,0,0,"Cost Seg","0065Y00001dgnfD"
"End Client","0015Y00003TySTU",0,55500,0,"R&D","0065Y00001iNnkd"
"End Client","0015Y00003TySTc",0,0,7000,"Cost Seg","006TO000003n6FV"
"End Client","0015Y00003TySTg",3250,0,0,"Cost Seg","0065Y00001dgoOA"
"End Client","0015Y00003TySTl",15430,0,0,"Cost Seg","0065Y00001dgoMc"
"End Client","0015Y00003TySTn",6500,0,0,"Cost Seg","0065Y00001dhhmb"
"End Client","0015Y00003TySTo",7000,0,0,"Cost Seg","0065Y00001gOIri"
"End Client","0015Y00003TySTr",1425,0,0,"Cost Seg","0065Y00001dgnGR"
"End Client","0015Y00003TySTz",0,5750,0,"Cost Seg","006TO000000aVYL"
"End Client","0015Y00003TySU0",0,0,6500,"Cost Seg","006TO0000045N1h"
"End Client","0015Y00003TySUE",5605,0,0,"Cost Seg","0065Y00001dgn4s"
"End Client","0015Y00003TySUP",18000,0,0,"Cost Seg","0065Y00001gO7ZN"
"End Client","0015Y00003TySUu",6610,0,0,"Cost Seg","0065Y00001dgoOK"
"End Client","0015Y00003TySV2",7000,0,0,"Cost Seg","0065Y00001dgnZ7"
"End Client","0015Y00003TySV5",3000,0,0,"Cost Seg","0065Y00001dgnIx"
"End Client","0015Y00003TySV7",0,19500,0,"Cost Seg","006TO000000sf7t"
"End Client","0015Y00003TySV9",8900,0,0,"Cost Seg","0065Y00001gO4fb"
"End Client","0015Y00003TySVL",4500,0,0,"Cost Seg","0065Y00001dgnfH"
"End Client","0015Y00003TySVW",4500,0,0,"Cost Seg","0065Y00001dgp5E"
"End Client","0015Y00003TySWq",0,4110,0,"Cost Seg","0065Y00001iNEor"
"CPA","0015Y00003TySX7",0,0,3157.7,"GOAT.tax","006TO0000086JUq"
"End Client","0015Y00003TySXs",0,7710,0,"Cost Seg","0065Y00001dgmT9"
