"Client.Type","Account","ACV_2022","ACV_2023","ACV_2024","First_Record_Type_Name","First_Opportunity_ID"
"End Client","0015Y00003U0orA",0,7500,0,"Cost Seg","0065Y00001dgxmV"
"End Client","0015Y00003U0orN",9000,0,0,"Cost Seg","0065Y00001dgxle"
"End Client","0015Y00003U0osK",0,8000,0,"Cost Seg","0065Y00001gYikN"
"End Client","0015Y00003U0ot5",0,0,12000,"Energy","006TO000002CSU1"
"End Client","0015Y00003U0ot7",0,59500,0,"Cost Seg","0065Y00001gOXwo"
"End Client","0015Y00003U0otO",0,0,11000,"Cost Seg","0065Y00001gYPFd"
"End Client","0015Y00003U0oth",34324.52,0,0,"ERC","0065Y00001gOX9g"
"End Client","0015Y00003U0ou7",0,6400,0,"Cost Seg","0065Y00001gObn5"
"End Client","0015Y00003U0ouL",0,8500,0,"Cost Seg","0065Y00001gOrO8"
"End Client","0015Y00003U0ouT",0,6500,0,"Cost Seg","0065Y00001fr1Jo"
"End Client","0015Y00003U0ouW",0,10500,0,"LIFO - IPIC / Internal","0065Y00001gOWE0"
"End Client","0015Y00003U0ouo",0,12200,0,"Cost Seg","0065Y00001dh62d"
"End Client","0015Y00003U0out",5000,0,0,"Cost Seg","0065Y00001dgxma"
"End Client","0015Y00003U0ouu",0,0,7500,"Cost Seg","006TO000003whEE"
"End Client","0015Y00003U0owF",0,25000,0,"SALT","0065Y00001iNxNS"
"End Client","0015Y00003U0owO",0,0,50000,"SALT","006TO000003wn1p"
"End Client","0015Y00003U0owR",5000,0,0,"Cost Seg","0065Y00001dgxtR"
"CPA","0015Y00003U0owV",3089,0,0,"GOAT.tax","0065Y00001dhgN9"
"End Client","0015Y00003U0owf",5000,0,0,"Cost Seg","0065Y00001dgy5G"
"End Client","0015Y00003U0oxp",7500,0,0,"Cost Seg","0065Y00001fqsPi"
"End Client","0015Y00003U0oyA",0,0,12839.6,"GOAT.tax","006TO000002avQ1"
"End Client","0015Y00003U0oyM",0,0,14875,"Cost Seg","0065Y00001iNQYh"
"End Client","0015Y00003U0oyg",0,4000,0,"Cost Seg","006TO000000kMok"
"End Client","0015Y00003U0oyr",6500,0,0,"Cost Seg","0065Y00001dgy4q"
"End Client","0015Y00003U0oz9",0,6300,0,"Energy","0065Y00001gYQ2a"
"End Client","0015Y00003U0ozb",0,0,6000,"Cost Seg","006TO000003sxRB"
"End Client","0015Y00003U0p0M",6000,0,0,"Cost Seg","0065Y00001dgy2s"
"CPA","0015Y00003U0p0Z",12500,0,0,"R&D","0065Y00001dgu1m"
"End Client","0015Y00003U0p0d",5000,0,0,"LIFO - IPIC / Internal","0065Y00001fqzo3"
"End Client","0015Y00003U0p0i",6375,0,0,"Cost Seg","0065Y00001dgxmf"
"CPA","0015Y00003U0p0l",15200,0,0,"LIFO - IPIC / Internal","0065Y00001dgtdU"
"End Client","0015Y00003U0p11",0,10200,0,"Cost Seg","0065Y00001dk0B1"
"End Client","0015Y00003U0p19",2489,0,0,"GOAT.tax","0065Y00001dgtXH"
"End Client","0015Y00003U0p1A",32087.5,0,0,"R&D","0065Y00001dgtaL"
"End Client","0015Y00003U0p1X",59000,0,0,"R&D","0065Y00001dgtrS"
"End Client","0015Y00003U0p1f",0,0,2454.89,"GOAT.tax","006TO000000tuj7"
"End Client","0015Y00003U0p1w",13500,0,0,"Energy","0065Y00001fr8K9"
"End Client","0015Y00003U0p2K",8500,0,0,"Cost Seg","0065Y00001dgxl2"
"CPA","0015Y00003U0p2N",8000,0,0,"Cost Seg","0065Y00001gOWxG"
"End Client","0015Y00003U0p2g",0,10000,0,"Energy","0065Y00001iYu15"
"End Client","0015Y00003U0p2t",0,5100,0,"Energy","0065Y00001gYe5z"
"End Client","0015Y00003U0pSW",9500,0,0,"Cost Seg","0065Y00001dhJgK"
"End Client","0015Y00003U0pna",4200,0,0,"Energy","0065Y00001gOE3t"
"End Client","0015Y00003U0q1l",0,2450,0,"Energy","0065Y00001gOq5n"
"CPA","0015Y00003U0q5D",0,5900,0,"Cost Seg","0065Y00001iZ0Du"
"End Client","0015Y00003U0raq",8000,0,0,"Cost Seg","0065Y00001dgxsv"
"End Client","0015Y00003U0rb0",0,3500,0,"Cost Seg","0065Y00001iOMvj"
"End Client","0015Y00003U0rbD",7000,0,0,"Cost Seg","0065Y00001dgxtG"
"End Client","0015Y00003U0rc3",8500,0,0,"Cost Seg","0065Y00001dgy2W"
"End Client","0015Y00003U0rdL",0,10000,0,"Cost Seg","0065Y00001gO8CC"
"End Client","0015Y00003U0reo",10655.94,0,0,"ERC","0065Y00001dhSLu"
"End Client","0015Y00003U0rfc",0,15500,0,"Cost Seg","0065Y00001j4Xzy"
"End Client","0015Y00003U0rft",4800,0,0,"Cost Seg","0065Y00001gO48C"
"End Client","0015Y00003U0rg3",0,81838.95,0,"ERC","0065Y00001iYtt0"
"End Client","0015Y00003U0rgL",53887.35,0,0,"ERC","0065Y00001fqfEN"
"End Client","0015Y00003U0rgj",4212,0,0,"Energy","0065Y00001dgy26"
"End Client","0015Y00003U0rhx",0,0,14000,"R&D","0065Y00001iYwaO"
"End Client","0015Y00003U0rjW",0,0,5175,"Cost Seg","0065Y00001j4TeF"
"End Client","0015Y00003U0rjY",0,4800,0,"Energy","0065Y00001gYwql"
"CPA","0015Y00003U0rk3",7000,0,0,"Cost Seg","0065Y00001dgxu5"
"End Client","0015Y00003U0rkm",0,2100,0,"Energy","0065Y00001gYvYW"
"End Client","0015Y00003U0rlN",0,20000,0,"LIFO - IPIC / Internal","0065Y00001gYURa"
"End Client","0015Y00003U0rmu",3034,0,0,"GOAT.tax","0065Y00001dgtCV"
"End Client","0015Y00003U0rnK",5900,0,0,"Cost Seg","0065Y00001gOi23"
"End Client","0015Y00003U0rnP",0,87776,0,"Energy","006TO000001RX92"
"End Client","0015Y00003U0rnf",7000,0,0,"Cost Seg","0065Y00001dgy05"
"End Client","0015Y00003U0rqS",0,8500,0,"Cost Seg","006TO0000012lQT"
"End Client","0015Y00003U0rqf",4462,0,0,"Cost Seg","0065Y00001dgxu3"
"End Client","0015Y00003U0rr1",26000,0,0,"R&D","0065Y00001dgu2D"
"End Client","0015Y00003U0rre",95432,0,0,"ERC","0065Y00001dgtQ1"
"End Client","0015Y00003U0rrt",0,31500,0,"R&D","0065Y00001dgu1z"
"End Client","0015Y00003U0rs9",3594,0,0,"GOAT.tax","0065Y00001dgu1f"
"End Client","0015Y00003U0rsK",0,8550,0,"Cost Seg","0065Y00001dgxri"
"End Client","0015Y00003U0rsS",0,7000,0,"Cost Seg","0065Y00001gZO9F"
"End Client","0015Y00003U0rsT",5500,0,0,"Cost Seg","0065Y00001dgxzm"
"End Client","0015Y00003U0rsW",9200,0,0,"Cost Seg","0065Y00001dgxsr"
"End Client","0015Y00003U0rtJ",0,18250,0,"Cost Seg","0065Y00001j4aqJ"
"End Client","0015Y00003U0rtW",6000,0,0,"Cost Seg","0065Y00001dgxli"
"End Client","0015Y00003U0rty",0,10000,0,"Cost Seg","0065Y00001gYX9Q"
"End Client","0015Y00003U0ruC",7500,0,0,"Cost Seg","0065Y00001fqcXB"
"End Client","0015Y00003U0ruV",0,36000,0,"Energy","0065Y00001iYR1t"
"End Client","0015Y00003U0rv5",0,0,6500,"Cost Seg","006TO000005TTRy"
"End Client","0015Y00003U0rv6",25071.86,0,0,"ERC","0065Y00001gOP75"
"End Client","0015Y00003U0rvN",8000,0,0,"Cost Seg","0065Y00001dgy7R"
"End Client","0015Y00003U0rvf",0,0,84000,"Energy","006TO000005Kyrb"
"End Client","0015Y00003U0rwB",10000,0,0,"Cost Seg","0065Y00001fr1LQ"
"CPA","0015Y00003U0rwh",0,22000,0,"Cost Seg","0065Y00001iZDVK"
"End Client","0015Y00003U0rwk",26400,0,0,"Energy","0065Y00001dgxmh"
"End Client","0015Y00003U0rwm",0,1800,0,"Energy","0065Y00001gYmuW"
"End Client","0015Y00003U0rwp",7200,0,0,"Cost Seg","0065Y00001dgy1H"
"End Client","0015Y00003U0rxC",13722,0,0,"R&D","0065Y00001dgtsL"
"End Client","0015Y00003U0rxF",5500,0,0,"Cost Seg","0065Y00001dgxmR"
"End Client","0015Y00003U0rxJ",0,7000,0,"Cost Seg","006TO000000kGUp"
"End Client","0015Y00003U0rxe",0,19859.49,0,"ERC","0065Y00001gYmOk"
"End Client","0015Y00003U0ry0",0,5000,0,"Cost Seg","0065Y00001gYc20"
"End Client","0015Y00003U0ryO",6500,0,0,"Cost Seg","0065Y00001dgxX0"
"End Client","0015Y00003U0rzG",13515,0,0,"Energy","0065Y00001dgxzu"
"CPA","0015Y00003U0rzJ",0,0,5500,"Cost Seg","006TO000002U6Bn"
"End Client","0015Y00003U0sCr",0,17500,0,"Cost Seg","0065Y00001fr8gs"
"End Client","0015Y00003U0sCs",8000,0,0,"Cost Seg","0065Y00001fr1jS"
"End Client","0015Y00003U0sCu",0,8250,0,"Cost Seg","0065Y00001gORcd"
"End Client","0015Y00003U0sCv",49000,0,0,"R&D","0065Y00001dgu2z"
"End Client","0015Y00003U0sEA",0,10568.73,0,"GOAT.tax","0065Y00001gYfLm"
"End Client","0015Y00003U0sF8",7000,0,0,"Cost Seg","0065Y00001dhJuu"
"End Client","0015Y00003U0sFD",6000,0,0,"Cost Seg","0065Y00001dgxld"
"End Client","0015Y00003U0sFL",5000,0,0,"Cost Seg","0065Y00001dgxtZ"
"End Client","0015Y00003U0sFT",0,5750,0,"Cost Seg","0065Y00001iOOQf"
"End Client","0015Y00003U0sFz",0,0,7854,"Energy","006TO000005XBY8"
"End Client","0015Y00003U0sGG",0,0,12750,"R&D","006TO0000053PgY"
"CPA","0015Y00003U0sJn",16602.25,0,0,"ERC","0065Y00001dgtoC"
"End Client","0015Y00003U0sKc",40500,0,0,"R&D","0065Y00001dgtr1"
"End Client","0015Y00003U0sKy",0,9200,0,"Cost Seg","0065Y00001jaX8E"
"End Client","0015Y00003U0sL5",180520.5,0,0,"ERC","0065Y00001dgteL"
"End Client","0015Y00003U0sL8",0,0,7000,"Cost Seg","006TO000002YTfx"
"End Client","0015Y00003U0sLF",6800,0,0,"Cost Seg","0065Y00001dgxl5"
"End Client","0015Y00003U0sLL",0,0,5950,"Cost Seg","006TO000002EIK5"
"End Client","0015Y00003U0sLj",374,0,0,"GOAT.tax","0065Y00001dgtkR"
"End Client","0015Y00003U0sLl",2988,0,0,"GOAT.tax","0065Y00001dgtxg"
"End Client","0015Y00003U0sLz",5500,0,0,"Cost Seg","0065Y00001dgxlV"
"End Client","0015Y00003U0sM6",5500,0,0,"Cost Seg","0065Y00001dgxm7"
"End Client","0015Y00003U0sMP",680.4,0,0,"GOAT.tax","0065Y00001dgtPY"
"End Client","0015Y00003U0sMS",8400,0,0,"Cost Seg","0065Y00001dgxtt"
"End Client","0015Y00003U0sMV",7500,0,0,"Cost Seg","0065Y00001dhN1I"
"End Client","0015Y00003U0sN0",5373,0,0,"GOAT.tax","0065Y00001dgtkT"
"End Client","0015Y00003U0sN3",0,5000,0,"Cost Seg","0065Y00001izrDr"
"End Client","0015Y00003U0sNB",9500,0,0,"Cost Seg","0065Y00001dgxgd"
"End Client","0015Y00003U0sND",6500,0,0,"Cost Seg","0065Y00001dgxzK"
"End Client","0015Y00003U0sNN",26418.51,0,0,"ERC","0065Y00001dgtrk"
"End Client","0015Y00003U0sNO",5804,0,0,"GOAT.tax","0065Y00001dgtac"
"End Client","0015Y00003U0sNn",14500,0,0,"Cost Seg","0065Y00001dgxrb"
"End Client","0015Y00003U0sO4",27900,0,0,"Energy","0065Y00001dgy3n"
"End Client","0015Y00003U0sOU",8500,0,0,"Cost Seg","0065Y00001dgxm6"
"End Client","0015Y00003U0sOW",9000,0,0,"Cost Seg","0065Y00001dgxrv"
"End Client","0015Y00003U0sOx",9500,0,0,"Cost Seg","0065Y00001dgy3S"
"End Client","0015Y00003U0sPG",13500,0,0,"R&D","0065Y00001dgty1"
"End Client","0015Y00003U0sPM",7000,0,0,"Cost Seg","0065Y00001dgxll"
"End Client","0015Y00003U0sPQ",0,7000,0,"Energy","0065Y00001gYSER"
"End Client","0015Y00003U0sPS",6000,0,0,"Cost Seg","0065Y00001dgxmy"
"End Client","0015Y00003U0sPt",0,6800,0,"Cost Seg","0065Y00001gYE6C"
"End Client","0015Y00003U0sPx",11309,0,0,"GOAT.tax","0065Y00001dgts4"
"End Client","0015Y00003U0sQ9",6500,0,0,"Cost Seg","0065Y00001dgxnT"
"End Client","0015Y00003U0sQS",12800,0,0,"Cost Seg","0065Y00001dgxy0"
"End Client","0015Y00003U0sQW",0,6000,0,"Energy","0065Y00001gYyGr"
"End Client","0015Y00003U0sQa",0,0,6500,"Cost Seg","006TO000003FuL7"
"End Client","0015Y00003U0sQo",10200,0,0,"Cost Seg","0065Y00001dgxtA"
"End Client","0015Y00003U0sQp",6000,0,0,"Cost Seg","0065Y00001dgxyz"
"End Client","0015Y00003U0sQu",0,6500,0,"Cost Seg","006TO0000018uSi"
"CPA","0015Y00003U0sRG",0,6500,0,"Cost Seg","0065Y00001gOe2u"
"End Client","0015Y00003U0sRH",5000,0,0,"Cost Seg","0065Y00001dgxmM"
"End Client","0015Y00003U0sRQ",909,0,0,"GOAT.tax","0065Y00001dgtkX"
"End Client","0015Y00003U0sRX",22507.15,0,0,"ERC","0065Y00001dgtuQ"
"End Client","0015Y00003U0sRZ",3652,0,0,"GOAT.tax","0065Y00001dgu14"
"End Client","0015Y00003U0sRl",63075.9,0,0,"ERC","0065Y00001dgtka"
"End Client","0015Y00003U0sRp",0,6500,0,"Cost Seg","0065Y00001gY2eM"
"End Client","0015Y00003U0sS9",7000,0,0,"Cost Seg","0065Y00001dgy47"
"End Client","0015Y00003U0sSF",5000,0,0,"Cost Seg","0065Y00001dgxmc"
"End Client","0015Y00003U0sSP",19673.25,0,0,"ERC","0065Y00001dgtvk"
"End Client","0015Y00003U0sSc",4000,0,0,"Cost Seg","0065Y00001dgxlb"
"End Client","0015Y00003U0sSk",5000,0,0,"Cost Seg","0065Y00001dgxl3"
"End Client","0015Y00003U0sSm",5000,0,0,"Cost Seg","0065Y00001dgxl9"
"End Client","0015Y00003U0sSo",0,0,7000,"Cost Seg","006TO000008mqhF"
"End Client","0015Y00003U0sSv",6000,0,0,"Cost Seg","0065Y00001dgxsk"
"End Client","0015Y00003U0sT0",42499.15,0,0,"ERC","0065Y00001dgtkH"
"End Client","0015Y00003U0sT1",42925.59,0,0,"ERC","0065Y00001dgtde"
"End Client","0015Y00003U0sTA",0,7200,0,"Cost Seg","0065Y00001gORAo"
"End Client","0015Y00003U0sTG",12000,0,0,"Cost Seg","0065Y00001dgxnl"
"End Client","0015Y00003U0sTP",0,0,12500,"LIFO - IPIC / Internal","006TO0000044nEO"
"End Client","0015Y00003U0sTS",0,2602.6,0,"GOAT.tax","0065Y00001dgtqp"
"CPA","0015Y00003U0sTT",5000,0,0,"Cost Seg","0065Y00001dgxn6"
"End Client","0015Y00003U0sTb",0,65500,0,"Energy","0065Y00001gObNW"
"End Client","0015Y00003U0sTd",5000,0,0,"Cost Seg","0065Y00001dgxm4"
"End Client","0015Y00003U0sTq",0,0,8500,"LIFO - IPIC / Internal","006TO000007vvAS"
"End Client","0015Y00003U0sTr",5500,0,0,"Cost Seg","0065Y00001dgxmb"
"End Client","0015Y00003U0sTu",316305,0,0,"Energy","0065Y00001dgxsJ"
"End Client","0015Y00003U0sTx",0,75056,0,"LIFO - IPIC / Internal","0065Y00001iYhdp"
"End Client","0015Y00003U0sTz",4500,0,0,"Cost Seg","0065Y00001dgxmg"
"End Client","0015Y00003U0sUC",5000,0,0,"Cost Seg","0065Y00001dgxmp"
"End Client","0015Y00003U0sUD",6000,0,0,"Cost Seg","0065Y00001dgy30"
"End Client","0015Y00003U0sUI",5000,0,0,"Cost Seg","0065Y00001dgxmq"
"CPA","0015Y00003U0sUS",7500,0,0,"Cost Seg","0065Y00001dgxn4"
"CPA","0015Y00003U0sUT",7500,0,0,"Cost Seg","0065Y00001dgxn3"
"End Client","0015Y00003U0sUV",6000,0,0,"Cost Seg","0065Y00001dgxna"
"End Client","0015Y00003U0sUW",6000,0,0,"Cost Seg","0065Y00001dgxnY"
"End Client","0015Y00003U0sUX",6000,0,0,"Cost Seg","0065Y00001dgxnZ"
"End Client","0015Y00003U0sUY",6000,0,0,"Cost Seg","0065Y00001dgxnb"
"End Client","0015Y00003U0sUZ",0,3400,0,"Cost Seg","0065Y00001iON0I"
"End Client","0015Y00003U0sUh",3000,0,0,"Cost Seg","0065Y00001fqySm"
"End Client","0015Y00003U0sUj",7000,0,0,"Cost Seg","0065Y00001dgxrk"
"End Client","0015Y00003U0sUk",17000,0,0,"Cost Seg","0065Y00001dgxtM"
"End Client","0015Y00003U0sUv",4500,0,0,"Cost Seg","0065Y00001dgxnM"
"End Client","0015Y00003U0sUx",0,21000,0,"LIFO - IPIC / Internal","0065Y00001dgthT"
"End Client","0015Y00003U0sUy",3867.5,0,0,"Cost Seg","0065Y00001dgxnE"
"End Client","0015Y00003U0sUz",4335,0,0,"Cost Seg","0065Y00001dgxnD"
"End Client","0015Y00003U0sV0",3867.5,0,0,"Cost Seg","0065Y00001dgxnC"
"End Client","0015Y00003U0sV1",3995,0,0,"Cost Seg","0065Y00001dgxnB"
"CPA","0015Y00003U0sV3",12500,0,0,"Cost Seg","0065Y00001dgy2q"
"End Client","0015Y00003U0sV6",7500,0,0,"Cost Seg","0065Y00001dgxrs"
"End Client","0015Y00003U0sVL",7000,0,0,"Cost Seg","0065Y00001dgxxt"
"End Client","0015Y00003U0sVM",22054.65,0,0,"ERC","0065Y00001dgtw1"
"End Client","0015Y00003U0sVT",0,37000,0,"R&D","0065Y00001izior"
"End Client","0015Y00003U0sVm",6375,0,0,"Cost Seg","0065Y00001dgxnU"
"End Client","0015Y00003U0sVp",5100,0,0,"Cost Seg","0065Y00001dheCc"
"End Client","0015Y00003U0sVx",5500,0,0,"Cost Seg","0065Y00001dgxt5"
"End Client","0015Y00003U0sW0",7200,0,0,"Cost Seg","0065Y00001dgxrJ"
"End Client","0015Y00003U0sW4",12541.75,0,0,"ERC","0065Y00001dgu2H"
"End Client","0015Y00003U0sW9",5000,0,0,"Cost Seg","0065Y00001dgyGC"
"End Client","0015Y00003U0sWM",6000,0,0,"LIFO - IPIC / Internal","0065Y00001dgtus"
"End Client","0015Y00003U0sWN",29718,0,0,"ERC","0065Y00001dgtgh"
"End Client","0015Y00003U0sWa",9000,0,0,"Cost Seg","0065Y00001dgy17"
"End Client","0015Y00003U0sWd",8000,0,0,"Cost Seg","0065Y00001dgxs5"
"End Client","0015Y00003U0sWo",6500,0,0,"Cost Seg","0065Y00001dgxrh"
"End Client","0015Y00003U0sWp",5000,0,0,"Cost Seg","0065Y00001dgxsp"
"End Client","0015Y00003U0sX0",4250,0,0,"Cost Seg","0065Y00001dgxt4"
"End Client","0015Y00003U0sX3",7000,0,0,"Cost Seg","0065Y00001dgxsX"
"CPA","0015Y00003U0sX4",5500,0,0,"Cost Seg","0065Y00001dgxsW"
"End Client","0015Y00003U0sXF",13175,0,0,"Cost Seg","0065Y00001dgxzo"
"End Client","0015Y00003U0sXH",6517,0,0,"GOAT.tax","0065Y00001dgtyB"
"End Client","0015Y00003U0sXI",3223,0,0,"GOAT.tax","0065Y00001dgtkU"
"End Client","0015Y00003U0sXM",8000,0,0,"Cost Seg","0065Y00001dgxzc"
"End Client","0015Y00003U0sXP",28600,0,0,"R&D","0065Y00001dgu2C"
"End Client","0015Y00003U0sXa",8000,0,0,"Cost Seg","0065Y00001dgxty"
"End Client","0015Y00003U0sXb",7500,0,0,"Cost Seg","0065Y00001dgxtK"
"End Client","0015Y00003U0sXc",0,6375,0,"Cost Seg","0065Y00001gONxY"
"End Client","0015Y00003U0sXi",8000,0,0,"Cost Seg","0065Y00001dgxsI"
"End Client","0015Y00003U0sXm",21877.3,0,0,"ERC","0065Y00001dgtxc"
"End Client","0015Y00003U0sXr",5000,0,0,"Cost Seg","0065Y00001dgxy1"
"End Client","0015Y00003U0sXu",96751.25,0,0,"ERC","0065Y00001dgtkq"
"End Client","0015Y00003U0sY2",9500,0,0,"Cost Seg","0065Y00001dgy2E"
"End Client","0015Y00003U0sY3",0,4000,0,"Cost Seg","0065Y00001gYcEn"
"End Client","0015Y00003U0sY9",49343.55,0,0,"ERC","0065Y00001djqA3"
"End Client","0015Y00003U0sYA",7000,0,0,"Cost Seg","0065Y00001dgxto"
"End Client","0015Y00003U0sYH",8500,0,0,"Cost Seg","0065Y00001dgxtO"
"End Client","0015Y00003U0sYK",0,36550,0,"Energy","0065Y00001iZCVz"
"End Client","0015Y00003U0sYN",6000,0,0,"Cost Seg","0065Y00001dgxtl"
"End Client","0015Y00003U0sYW",5950,0,0,"Cost Seg","0065Y00001dgxzD"
"End Client","0015Y00003U0sYf",8500,0,0,"Cost Seg","0065Y00001dgxyV"
"End Client","0015Y00003U0sYi",10000,0,0,"Cost Seg","0065Y00001dgxu4"
"End Client","0015Y00003U0sYo",6000,0,0,"Cost Seg","0065Y00001dgy64"
"End Client","0015Y00003U0sYq",6000,0,0,"Cost Seg","0065Y00001dgxtN"
"End Client","0015Y00003U0sYy",0,23000,0,"R&D","0065Y00001dgtnp"
"End Client","0015Y00003U0sZE",7000,0,0,"Cost Seg","0065Y00001dgxti"
"End Client","0015Y00003U0sZF",5525,0,0,"Cost Seg","0065Y00001dgxxx"
"End Client","0015Y00003U0sZG",115828.9,0,0,"ERC","0065Y00001dgtgj"
"End Client","0015Y00003U0sZZ",1768.05,0,0,"ERC","0065Y00001dgu2j"
"End Client","0015Y00003U0sZb",3000,0,0,"Cost Seg","0065Y00001dgxxq"
"End Client","0015Y00003U0sZh",6000,0,0,"Cost Seg","0065Y00001dgxu7"
"End Client","0015Y00003U0sZo",8500,0,0,"Cost Seg","0065Y00001dhGyC"
"End Client","0015Y00003U0sZs",8000,0,0,"Cost Seg","0065Y00001dgxu6"
"End Client","0015Y00003U0sZt",33192,0,0,"GOAT.tax","0065Y00001dgtyC"
"End Client","0015Y00003U0saD",47422.32,0,0,"ERC","0065Y00001dgu1O"
"End Client","0015Y00003U0saF",5000,0,0,"Cost Seg","0065Y00001dgxyG"
"CPA","0015Y00003U0saH",7000,0,0,"Cost Seg","0065Y00001dgy1F"
"End Client","0015Y00003U0saM",8500,0,0,"Cost Seg","0065Y00001dgxxl"
"End Client","0015Y00003U0saO",9000,0,0,"Cost Seg","0065Y00001dgxxm"
"End Client","0015Y00003U0sab",0,7514.4,0,"GOAT.tax","0065Y00001dgtkd"
"End Client","0015Y00003U0sac",8000,0,0,"R&D","0065Y00001dgu1i"
"CPA","0015Y00003U0sar",0,0,7000,"Cost Seg","006TO000000fOpa"
"End Client","0015Y00003U0sb3",5600,0,0,"Cost Seg","0065Y00001dgy2B"
"End Client","0015Y00003U0sb7",4000,0,0,"Cost Seg","0065Y00001dgxyk"
"End Client","0015Y00003U0sb8",23500,0,0,"R&D","0065Y00001dgtyT"
"End Client","0015Y00003U0sbC",10000,0,0,"Cost Seg","0065Y00001dgy23"
"End Client","0015Y00003U0sbD",7500,0,0,"Cost Seg","0065Y00001dgy0a"
"End Client","0015Y00003U0sbE",4098,0,0,"ERC","0065Y00001dgtuU"
"End Client","0015Y00003U0sbN",2104.95,0,0,"GOAT.tax","0065Y00001iNSYy"
"End Client","0015Y00003U0sbP",6000,0,0,"Energy","0065Y00001dgy5p"
"End Client","0015Y00003U0sbT",7500,0,0,"Cost Seg","0065Y00001dgxyZ"
"End Client","0015Y00003U0sbg",9000,0,0,"Cost Seg","0065Y00001dgxyr"
"End Client","0015Y00003U0sbt",0,0,5100,"Cost Seg","006TO000001ySVY"
"End Client","0015Y00003U0sbw",5525,0,0,"Cost Seg","0065Y00001dgy20"
"End Client","0015Y00003U0sc8",3345.6,0,0,"ERC","0065Y00001dk1S5"
"End Client","0015Y00003U0sc9",5500,0,0,"Cost Seg","0065Y00001dgy1B"
"End Client","0015Y00003U0scB",42000,0,0,"R&D","0065Y00001dgtlJ"
"End Client","0015Y00003U0scF",5703,0,0,"ERC","0065Y00001dhRdo"
"End Client","0015Y00003U0scG",206694,0,0,"ERC","0065Y00001dgtyJ"
"CPA","0015Y00003U0scL",8000,0,0,"Cost Seg","0065Y00001dgy0F"
"End Client","0015Y00003U0scm",9500,0,0,"Cost Seg","0065Y00001dgy61"
"End Client","0015Y00003U0sco",5250,0,0,"Cost Seg","0065Y00001dgxzn"
"End Client","0015Y00003U0sct",49862.32,0,0,"ERC","0065Y00001dgtoN"
"End Client","0015Y00003U0scv",12000,0,0,"R&D","0065Y00001dgu3d"
"End Client","0015Y00003U0scx",12500,0,0,"Cost Seg","0065Y00001dgy0C"
"End Client","0015Y00003U0sd9",0,20000,0,"R&D","0065Y00001dhGxw"
"End Client","0015Y00003U0sdA",65000,0,0,"LIFO - IPIC / Internal","0065Y00001dgtrr"
"End Client","0015Y00003U0sdC",16000,0,0,"R&D","0065Y00001dgtoE"
"End Client","0015Y00003U0sdK",22740.4,0,0,"ERC","0065Y00001dgtrQ"
"End Client","0015Y00003U0sdO",7000,0,0,"Cost Seg","0065Y00001dgy4u"
"End Client","0015Y00003U0sdS",0,15022.3,0,"ERC","0065Y00001dgtoV"
"End Client","0015Y00003U0sdY",41975.92,0,0,"ERC","0065Y00001dgtyX"
"End Client","0015Y00003U0sdc",8000,0,0,"Cost Seg","0065Y00001dgy6d"
"End Client","0015Y00003U0sdf",6000,0,0,"Cost Seg","0065Y00001dgy2A"
"End Client","0015Y00003U0sdl",6500,0,0,"LIFO - IPIC / Internal","0065Y00001dgty3"
"End Client","0015Y00003U0sdr",12500,0,0,"LIFO - IPIC / Internal","0065Y00001dgtrE"
"End Client","0015Y00003U0sdx",8000,0,0,"Cost Seg","0065Y00001dgy2S"
"End Client","0015Y00003U0seE",0,9000,0,"LIFO - IPIC / Internal","0065Y00001gYcFh"
"End Client","0015Y00003U0seJ",160275.4,0,0,"ERC","0065Y00001dgtv6"
"End Client","0015Y00003U0seR",0,0,8000,"Cost Seg","0065Y00001iYrEr"
"End Client","0015Y00003U0seU",95000,0,0,"R&D","0065Y00001dgu1X"
"End Client","0015Y00003U0seV",32000,0,0,"LIFO - IPIC / Internal","0065Y00001dgtyP"
"End Client","0015Y00003U0sel",8500,0,0,"Cost Seg","0065Y00001dgy40"
"End Client","0015Y00003U0sen",2644,0,0,"GOAT.tax","0065Y00001dgtyz"
"End Client","0015Y00003U0sex",6500,0,0,"Cost Seg","0065Y00001dgy5C"
"End Client","0015Y00003U0sfE",63800,0,0,"Energy","0065Y00001gOXtL"
"End Client","0015Y00003U0sfK",16465.77,0,0,"ERC","0065Y00001dgtxd"
"End Client","0015Y00003U0sfM",5029,0,0,"Energy","0065Y00001dhGzC"
"End Client","0015Y00003U0sfN",3772,0,0,"Energy","0065Y00001dhGzP"
"End Client","0015Y00003U0sfP",17375,0,0,"R&D","0065Y00001dgtyG"
"End Client","0015Y00003U0sfR",16500,0,0,"LIFO - IPIC / Internal","0065Y00001dk92r"
"End Client","0015Y00003U0sfb",8000,0,0,"Cost Seg","0065Y00001dgy6z"
"End Client","0015Y00003U0sfi",6500,0,0,"Cost Seg","0065Y00001dgy5f"
"End Client","0015Y00003U0sfl",5000,0,0,"Cost Seg","0065Y00001dgy44"
"End Client","0015Y00003U0shJ",13600,0,0,"Cost Seg","0065Y00001dgy4G"
"End Client","0015Y00003U0shM",346621,0,0,"ERC","0065Y00001dgtyV"
"End Client","0015Y00003U0shQ",7500,0,0,"Cost Seg","0065Y00001dgy57"
"End Client","0015Y00003U0shZ",6000,0,0,"Cost Seg","0065Y00001dgy7H"
